cutout68.fits Sb DUST
cutout30.fits S0|Sa EDGEON
cutout86.fits E 
cutout101.fits Irr DISTURBED
cutout141.fits E 
cutout266.fits S0|Sa 
cutout100.fits E 
cutout57.fits Sa EDGEON
cutout269.fits E 
cutout41.fits Compact,-not-star 
cutout139.fits S0|E 
cutout46.fits Irr LSB
cutout238.fits Sa 
cutout47.fits S0|E 
cutout182.fits Unclassifiable 
cutout166.fits Sd 
cutout222.fits Irr 
cutout10.fits E 
cutout265.fits Sb 
cutout29.fits Sc EDGEON
cutout36.fits E 
cutout249.fits Sb 
cutout49.fits Sc DEFECT
cutout189.fits Sb 
cutout91.fits Unclassifiable DEFECT
cutout187.fits E 
cutout28.fits S0|Sa 
cutout224.fits E|S0 
cutout216.fits Sa EDGEON
cutout276.fits Sb 
cutout3.fits Sm 
cutout214.fits Sc LSB
cutout192.fits S0 
cutout264.fits E 
cutout133.fits Sb 
cutout82.fits E 
cutout183.fits Sb|Sa 
cutout161.fits E 
cutout120.fits E 
cutout63.fits Sb 
cutout31.fits E|S0 
cutout0.fits Sc 
cutout1.fits Sc 
cutout218.fits E|S0 
cutout95.fits Sb 
cutout215.fits E 
cutout255.fits E 
cutout51.fits E 
cutout43.fits Sd EDGEON
cutout167.fits Irr|Sd 
cutout156.fits E 
cutout48.fits Irr 
cutout22.fits E LSB
cutout13.fits S0 
cutout210.fits E 
cutout107.fits Sa 
cutout135.fits Sb 
cutout98.fits Sa|S0 EDGEON
cutout121.fits Sa 
cutout171.fits E 
cutout6.fits Sd LSB
cutout132.fits E 
cutout250.fits Irr 
cutout252.fits Unclassifiable EDGEON
cutout71.fits S0|Sa 
cutout241.fits S0 
cutout165.fits Sb 
cutout236.fits Sb 
cutout79.fits Irr 
cutout162.fits E 
cutout124.fits E 
cutout203.fits E 
cutout21.fits Sa 
cutout116.fits E 
cutout175.fits Sc 
cutout198.fits Sa 
cutout177.fits Sa EDGEON
cutout176.fits Unclassifiable EDGEON
cutout244.fits Irr LSB
cutout230.fits Unclassifiable EDGEON
cutout273.fits Irr 
cutout58.fits E 
cutout16.fits E 
cutout144.fits Sd 
cutout105.fits E 
cutout97.fits E 
cutout223.fits Sa 
cutout78.fits Sa|S0 EDGEON
cutout73.fits Sa DEFECT
cutout253.fits Irr|Unclassifiable EDGEON
cutout38.fits Unclassifiable EDGEON
cutout277.fits Sa 
cutout127.fits Sa|S0 EDGEON
cutout232.fits E 
cutout37.fits E|S0 
cutout245.fits Sd EDGEON
cutout75.fits Sb 
cutout92.fits Sb 
cutout126.fits Irr 
cutout125.fits Sa 
cutout40.fits E 
cutout163.fits S0|E 
cutout26.fits Sc 
cutout270.fits Sb 
cutout67.fits Sa 
cutout243.fits E 
cutout50.fits Irr 
cutout212.fits E 
cutout158.fits E 
cutout202.fits E 
cutout117.fits Irr 
cutout262.fits E 
cutout137.fits E 
cutout204.fits Irr 
cutout54.fits Irr 
cutout122.fits S0|Sa EDGEON
cutout257.fits Sa 
cutout261.fits Unclassifiable EDGEON
cutout221.fits Sm 
cutout39.fits S0|Sa 
cutout109.fits Unclassifiable DEFECT
cutout190.fits Irr 
cutout32.fits E 
cutout113.fits Sb 
cutout64.fits Sa 
cutout25.fits E|S0 
cutout4.fits Sa 
cutout59.fits E 
cutout140.fits Sa|S0 
cutout12.fits Irr 
cutout56.fits Unclassifiable DEFECT
cutout268.fits S0|Sa 
cutout18.fits Irr 
cutout247.fits E 
cutout7.fits Irr 
cutout229.fits Irr LSB
cutout142.fits Irr 
